"make_id","name"
"5311","Planatech"
"6577","Planet X"
"5395","Plefsi"
"48","Plymouth"
"5371","PM"
"449","Poclain"
"6209","Pogiaridis"
"6509","Polar"
"277","Polaris"
"5122","Polini"
"6352","Ponero"
"5051","Pongratz"
"49","Pontiac"
"5940","Pony"
"214","Porsche"
"2862","Poseidon"
"2863","Posillipo"
"2864","Posillipo - Italie"
"3859","Pössl"
"5052","Potain"
"215","Pöttinger"
"5261","Power PCR"
"6028","Pramac"
"2888","Princess"
"6082","Probike"
"340","Projet"
"5959","Proline"
"5534","Promecam"
"6204","Promex"
"5764","Prophete"
"5361","Protector Ribs"
"5564","Proteus"
"51","Proton"
"276","Puch"
"5325","Pursuit"
"2922","Python"
"211","PZ-Vicon"
"5223","Qingqi"
"6312","Quadix"
"5799","Quadro"
"5123","Quantya"
"6380","Quatro"
"2929","Quicksilver"
"216","Rabe"
"3860","Raclet"
"5553","Radio"
"2931","Raffaelli"
"6494","Raftboat"
"5282","Raleigh"
"452","Rammax"
"5785","Rampage"
"6261","Rampalakos"
"2937","Ranger"
"6009","Range Rover"
"2939","Ranieri"
"3835","Ransome Faun"
"411","Rapido"
"5246","Raptor"
"5157","Rascala"
"217","Rau"
"218","Rauch"
"5533","Ravensburg"
"6084","Razor"
"5457","Reactor"
"5391","Realm"
"6342","Reckless"
"5247","Redwolf"
"3833","Reekie"
"219","Reformwerke Wels"
"2954","Regal"
"5124","Regal-Raptor"
"220","Regent"
"5651","Regina"
"2956","Reichel"
"412","Reimo"
"629","Reisemobile Beier"
"221","Renault"
"222","Renders"
"6098","Renegade"
"2964","Renken"
"6010","Repsol"
"223","Reuter"
"3841","Rewaco"
"3816","Rexroth"
"3878","Rhon"
"5333","Ribeye"
"3904","Ribster"
"5548","Ride Crush"
"5550","Ridgeback"
"5766","Ridley"
"5069","Rieju"
"5768","RIH"
"413","Rimor"
"2989","Rinker"
"2990","Rio"
"414","Riva"
"6313","Rivero"
"415","Riviera"
"5769","Rixe"
"630","RMB"
"6475","Roadcar"
"416","Roadtrek"
"5251","Robbe"
"631","Robel-Mobil"
"224","Robur"
"6430","Rocasanto"
"5430","RockMachine"
"417","Rockwood"
"5770","Rocky Mountain"
"6027","Rocla"
"3861","Roller Team"
"53","Rolls Royce"
"6120","Romet"
"5929","Rose"
"5421","Rossignol"
"5992","Rossin"
"5373","Rotavator"
"5254","Rotax"
"5666","Rotomec"
"5771","Rotwild"
"6","Rover"
"605","Royal Enfield"
"6381","RRD"
"5516","Rtc"
"6406","Rubble Master"
"5125","Rueegg"
"6512","Runner"
"5478","RVS"
"5526","Rvs-Simeakis"
"55","Saab"
"6038","Sab"
"275","Sachs"
"6326","Sacker Sport"
"5336","Sacs"
"5808","Safter"
"3057","Sail"
"6566","Sail Nomic"
"5521","Salice"
"5501","Salomon"
"5161","Salpa"
"3077","Salty"
"356","Sambron"
"225","Same"
"5711","Samoylov"
"5907","Samsung"
"5310","San Lorenzo"
"5283","Santa Cruz"
"650","Santana"
"5230","Sanwa"
"226","San Yang"
"6048","Saracen"
"5502","Sarapanis"
"243","Saris"
"6233","Sarissa"
"6579","Saronic"
"683","Sartrac"
"323","Satoh"
"3092","Saver"
"227","Scania"
"6523","Scanner"
"6090","Scapin"
"3103","Scarab"
"3104","Scarani"
"6011","Sch"
"228","Schaeff"
"5702","Schauff"
"664","Scheuerle"
"229","Schmidt"
"230","Schmitz"
"5180","Schumacher"
"231","Schwarzmüller"
"5934","Schwinn"
"5126","Scorpa"
"3122","Scorpion"
"5301","Scott"
"5354","Scout"
"632","Sea"
"5158","Seabird"
"6214","Sea Boss"
"3131","Seadoo"
"3132","Sea-Doo"
"5399","Seafighter Rib"
"5355","Sea Fox"
"3144","Sealine"
"3149","Seamaster"
"5374","Sea-Pro"
"5086","Sea quest"
"3155","Sea Ray"
"5420","Seastone"
"3162","Seaswirl"
"232","Seat"
"5841","Seawaveboats"
"3167","Seaway"
"5245","Sebart"
"5488","Seckam"
"5273","Sector"
"3175","See"
"3176","Seedoo"
"6588","Segway"
"5053","Seico"
"606","Seikel"
"633","Selbstbau"
"3181","Selva"
"6245","Sembdner"
"6338","Senator"
"5400","Sennebogen"
"6580","Seppi M"
"5439","Serpent"
"5314","Sessa"
"5054","Setra"
"233","Setra-Kaessbohrer"
"6036","Seven"
"6210","Shaktiman"
"6525","Shandong Liangzi"
"5394","Shan Yang"
"361","Shatal"
"3821","Shbalira"
"5379","Shelbox"
"5164","ShengQi"
"5440","Shepherd"
"5127","Sherco"
"322","Shibaura"
"3871","Shineray"
"5673","Shockblaze"
"6033","Shuanghuan"
"303","Siamoto"
"5055","Sichelschmidt"
"5128","Side-Bike"
"5540","Siemens"
"3218","Silver"
"5480","Silver Car"
"5859","Silver Fox"
"5228","Silverlit"
"5370","Silverstone"
"5418","Silverton"
"6502","Simex"
"6462","Simmer"
"5773","Simpel.ch"
"5774","Simplon"
"274","Simson"
"5307","Skentzos"
"5129","Ski-Doo"
"5194","Skipper-Bsk"
"56","Skoda"
"6399","Skretas"
"3834","Skyjet"
"5845","Skyline"
"5203","Skyteam"
"6504","SlingShot"
"634","Sloop"
"234","Sluis"
"57","Smart"
"607","SMC"
"5775","Softride"
"3869","Sokudo"
"5596","Sola"
"3832","Solemar"
"5091","Solex"
"5858","Solid"
"5983","Solis"
"235","Sommer"
"5429","Sonik"
"5074","Sonstige"
"6053","Soosan"
"5591","Sorogkas"
"5084","Sparta"
"3909","Specialcab"
"5270","Specialized"
"5244","Spectrum"
"3907","Spedo"
"3287","Speed"
"6587","Speedcar"
"5147","Speed Marine"
"5979","Speedwise"
"236","Spitzer"
"6438","Split"
"6576","Sport Fisher"
"5302","Sprint"
"6476","Sprite"
"6275","Spyker"
"58","SsangYong"
"5860","Stagmar"
"5709","Staiger"
"5130","Standard"
"6503","Stanley"
"3318","Star"
"6382","Starboard"
"665","Stas"
"5532","Stavropoulos"
"5975","Stealth"
"237","Stedele"
"6407","Steiger"
"238","Steinbock"
"658","Stema"
"6257","Steppenwolf"
"5178","Step Up"
"635","Sterckeman"
"5777","Stevens"
"239","Steyr"
"6236","Stiga"
"240","Still"
"5329","Stilmar"
"273","Stinger"
"3350","Stingher"
"3351","Stingray"
"5507","Stockli"
"5681","Stolzenberg"
"5296","Storck"
"6350","Storm"
"241","Strautmann"
"6076","Strida"
"6405","Striker"
"5357","Striper"
"5822","Stycle"
"6105","Styxx"
"59","Subaru"
"5821","Subsin"
"5830","Suburban"
"3378","Sun"
"5562","Sunelexe"
"636","Sunlight"
"6477","SunLiving"
"5964","Sunn"
"5378","Sun Roller"
"3388","Sunseeker"
"5551","Superior"
"608","Super Moto"
"242","Suzuki"
"6497","Sweepster"
"5131","Swissperformance"
"6265","Swm"
"5826","S-works"
"314","Sym"
"5241","Syma"
"307","Tabbert"
"6383","Tabou"
"5401","Tadano"
"5269","Tailwind"
"245","Takeuchi"
"61","Talbot"
"5184","Tamiya"
"5455","Tampanas"
"6061","Tamrock"
"6508","Targa"
"5684","Tarmac"
"5536","Tarnow"
"3830","Tata"
"6314","Tauris"
"5565","Tazzari"
"6270","TB Kart"
"3874","TCB"
"244","TCM"
"6324","Team Magic"
"5453","Team Orion"
"418","Tec"
"6276","Techart"
"5597","Technohull"
"5648","Technomarine"
"6434","Technometal"
"6466","Tecnica Cochise"
"5518","Tecnopro"
"6067","Tecnosac"
"6063","Tekna"
"5800","Tema"
"5935","Teman"
"6356","Temkal"
"5058","Temsa"
"5837","Tender"
"246","Terberg"
"337","Terex"
"6075","Tern"
"5634","Terrmacch"
"6277","Tesla"
"444","Teupen"
"5321","Texas"
"3875","Tgb"
"3840","Thermoking"
"5207","Therry"
"247","Thiel"
"3472","Thomas"
"6315","Thunderbike"
"5470","Thunderbird"
"5169","Thunder Tiger"
"451","Thwaites"
"3478","Tiara"
"5356","Tide Water"
"6384","Tiga"
"5345","Tiger"
"6522","Tiger Marine"
"419","Tischer"
"609","TM"
"6211","Tofinou"
"3488","Tohatsu"
"5795","Tomac"
"5676","Tomberlin"
"5779","Tommasini"
"6227","TonyKart"
"6575","Topaz"
"6401","Top Cat"
"5308","Topline"
"5342","Toptom"
"6582","Tornado"
"5644","Torpado"
"5444","Tortella"
"6365","Totem"
"6109","Tourlis"
"5719","Townie"
"248","Toyota"
"5056","TPV"
"63","Trabant"
"5057","Trailis"
"249","Trailor"
"5844","Trax"
"5182","Traxxas"
"5059","Trebbiner"
"5277","Trek"
"6506","Trencher"
"5797","Tretwerk"
"5243","T-Rex"
"5649","Trident"
"6478","Trigano"
"420","Triple"
"3862","Triple E"
"5076","Triton"
"64","Triumph"
"3532","Trojan"
"3534","Trophy"
"6234","Tropida"
"5363","Trubbiani"
"6218","Tsaousis"
"5654","Tsigris"
"5850","Turner"
"5981","Tutkun"
"65","TVR"
"3560","Twister"
"5364","Tym"
"5522","Tyrolia"
"651","Uaz"
"70","Ueec"
"5143","UM"
"5647","Umit Warriors"
"5092","Uniesse"
"5132","Unilli"
"250","Unimog"
"5412","Univega"
"5288","Universal"
"5060","Unsinn"
"427","Upright"
"3876","Ural"
"684","Ursus"
"5780","Utopia"
"685","Valmet"
"332","Valpadana"
"686","Valtra"
"5061","Van Eck"
"252","Vanhool"
"6073","Vanmoof"
"6479","VanTourer"
"6243","Vari"
"637","Vario"
"6213","Vatikamarine"
"66","Vauxhall"
"6564","VDL"
"5781","VeceSa"
"5680","Vectrix"
"5217","Vedim"
"5216","Vee Road"
"6422","Vega"
"6569","Vektor"
"5289","Velamos"
"6570","Velors"
"5592","Velosolex"
"446","Veniery"
"5174","Venom Racing"
"5144","Vento"
"5552","Verde"
"5062","Vermeer"
"5636","Verricello"
"272","Vespa"
"3625","Vetus"
"6409","Vibromax"
"6328","Vicem"
"3630","Victor"
"5079","Victoria"
"5078","Victory"
"5944","Vidal"
"3634","Viking"
"326","Vikon"
"5494","Viogem"
"6419","Viokal Kaltsogiannis"
"3643","Vip"
"3646","Vissher"
"5842","Vitus"
"6561","Viva Eco"
"6228","Vmoto"
"5504","Voelkl"
"253","Vogel&Noot"
"251","Volkswagen"
"6598","Volosmarine"
"5668","Volpi"
"254","Volvo"
"433","Vongele"
"3877","Vor"
"5256","Vortex"
"271","Voxan"
"430","Wabco"
"256","Wackenhut"
"257","Wacker"
"258","Wagner"
"5134","Wakan"
"6322","Walkera"
"5809","Walker Bay"
"5340","Wangye"
"69","Wartburg"
"3709","Watercraft"
"3700","Wave"
"6092","Wayel"
"259","Weber"
"5535","Webo"
"260","Weidemann"
"421","Weinsberg"
"422","Weippert"
"316","Welger"
"3711","Wellcraft"
"447","Weller"
"5843","West Coast Chopper"
"261","Westfalia"
"5705","Westfield"
"5284","Wethepeople"
"5491","Whaly"
"5816","Whyte"
"320","Wiegard"
"652","Wiesmann"
"5782","Wilier Triestina"
"423","Wilk"
"5381","Willerby"
"6219","Williams"
"3742","Wilson"
"5312","Windy"
"5135","Winking"
"424","Winnebago"
"3751","Winner"
"5724","Winora"
"262","Wirtgen"
"6385","WitchCraft"
"6229","WMI"
"255","WM Meyer"
"3863","Woelcke"
"5563","Wsbike"
"6591","Wsk"
"5133","W-Tec"
"6389","Wzzy"
"5443","Xbg"
"5447","Xceed"
"6507","Xcentric"
"3906","Xcmg"
"5428","Xgjao"
"6480","XGO"
"3868","Xingyue"
"5988","Xinling"
"5231","X-Ray"
"5834","X-Trail"
"5827","X-Treme"
"5155","X-Trim"
"6487","Yacht Master"
"3778","Yacthing"
"263","Yale"
"3780","Yam"
"362","Yamaguchi"
"270","Yamaha"
"264","Yanmar"
"5576","Yellowstone"
"6349","Yeti"
"3866","Ymc"
"5183","Yokomo"
"6042","Zamidis"
"3799","Zar"
"5642","Zenith"
"265","Zeppelin"
"5657","Zepro"
"6316","Zero"
"328","Zetor"
"266","Zettelmeyer"
"5943","Zeus"
"6592","Zhidou"
"5864","Zhno"
"610","ZhongYu"
"3896","Znen"
"3811","Zodiac"
"3870","Zongshen"
"6202","Zoom"
"5413","Zotye"
"269","Zuendapp"
"5783","Zullo"
"5145","Zundapp"
"327","Zweegers"
"0","Αλλο"
"6267","Νalbadis"
"5372","Τerra"
"6266","Χ-Μotors"
